order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,province,category,net_sales
ORD000036,2026-01-21 10:30:00,C0043,P005,1,299.0,0.0,Mobile App,ระยอง,Smartphone,299.0
ORD000037,2026-01-20 00:56:00,C0108,P017,4,990.0,0.0,Web,เชียงใหม่,Smartphone,3960.0
ORD000039,2026-01-28 20:23:00,C0126,P004,2,1415.5,0.0,Marketplace,เชียงใหม่,Smart Home,2831.0
ORD000040,2026-01-15 23:19:00,C0086,P021,1,23310.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,23310.0
ORD000041,2026-01-11 12:38:00,C0008,P034,2,284.05,0.0,Web,ขอนแก่น,Accessory,568.1
ORD000042,2026-01-21 15:59:00,C0114,P032,1,25900.0,0.0,Marketplace,เชียงใหม่,Notebook,25900.0
ORD000045,2026-01-16 19:17:00,C0068,P019,3,3990.0,0.0,Marketplace,ขอนแก่น,Smartphone,11970.0
ORD000050,2026-01-09 02:38:00,C0067,P006,1,313.95,0.0,Web,ชลบุรี,Accessory,313.95
ORD000052,2026-01-18 11:03:00,C0079,P035,1,23310.0,0.0,Mobile App,ภูเก็ต,Accessory,23310.0
ORD000053,2026-01-16 20:25:00,C0113,P019,4,3990.0,0.05,Marketplace,ระยอง,Smartphone,15162.0
ORD000054,2026-01-01 18:10:00,C0046,P035,1,25900.0,0.1,Marketplace,ชลบุรี,Accessory,23310.0
ORD000055,2026-01-07 14:06:00,C0132,P027,2,23310.0,0.0,Marketplace,ชลบุรี,Smartphone,46620.0
ORD000059,2026-01-22 06:56:00,C0038,P005,1,284.05,0.0,Mobile App,ชลบุรี,Smartphone,284.05
ORD000061,2026-01-08 12:44:00,C0102,P023,2,313.95,0.1,Mobile App,ระยอง,Accessory,565.11
ORD000062,2026-01-09 13:10:00,C0036,P020,3,499.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,1497.0
ORD000064,2026-01-07 21:17:00,C0152,P014,1,1039.5,0.1,Web,ชลบุรี,Notebook,935.55
ORD000065,2026-01-20 12:44:00,C0160,P031,3,1490.0,0.0,Web,กรุงเทพมหานคร,Smart Home,4470.0
ORD000067,2026-01-11 23:34:00,C0125,P035,1,25900.0,0.0,Mobile App,เชียงใหม่,Accessory,25900.0
ORD000070,2026-01-28 09:39:00,C0069,P014,4,1039.5,0.0,Marketplace,กรุงเทพมหานคร,Notebook,4158.0
ORD000072,2026-01-24 22:09:00,C0028,P032,4,23310.0,0.05,Mobile App,ขอนแก่น,Notebook,88578.0
ORD000073,2026-01-13 05:31:00,C0009,P022,1,474.05,0.0,Web,ภูเก็ต,Accessory,474.05
ORD000075,2026-01-22 08:13:00,C0039,P007,2,24605.0,0.05,Web,กรุงเทพมหานคร,Notebook,46749.5
ORD000077,2026-01-08 04:24:00,C0143,P026,2,12255.0,0.0,Web,เชียงใหม่,Smart Home,24510.0
ORD000078,2026-01-22 17:21:00,C0070,P017,1,1039.5,0.05,Marketplace,เชียงใหม่,Smartphone,987.52
ORD000079,2026-01-05 10:50:00,C0005,P037,1,25900.0,0.1,Mobile App,ระยอง,Smart Home,23310.0
ORD000080,2026-01-28 17:30:00,C0008,P019,3,4189.5,0.05,Marketplace,ขอนแก่น,Smartphone,11940.08
ORD000082,2026-01-21 18:06:00,C0147,P020,2,474.05,0.1,Marketplace,ชลบุรี,Smart Home,853.29
ORD000084,2026-01-27 07:52:00,C0132,P026,1,11610.0,0.0,Web,ชลบุรี,Smart Home,11610.0
ORD000085,2026-01-20 05:05:00,C0145,P003,2,24605.0,0.0,Mobile App,ภูเก็ต,Smartphone,49210.0
ORD000086,2026-01-22 09:30:00,C0038,P015,4,269.1,0.0,Web,ชลบุรี,Notebook,1076.4
ORD000087,2026-01-25 05:31:00,C0068,P001,3,299.0,0.0,Web,ขอนแก่น,Notebook,897.0
ORD000088,2026-01-28 21:16:00,C0118,P024,2,284.05,0.1,Web,ระยอง,Accessory,511.29
ORD000089,2026-01-26 04:55:00,C0070,P026,1,12900.0,0.0,Web,เชียงใหม่,Smart Home,12900.0
ORD000091,2026-01-18 10:20:00,C0156,P037,1,25900.0,0.05,Mobile App,กรุงเทพมหานคร,Smart Home,24605.0
ORD000093,2026-01-17 23:56:00,C0160,P013,2,523.95,0.05,Web,กรุงเทพมหานคร,Smart Home,995.5
ORD000094,2026-01-05 03:21:00,C0014,P012,1,1039.5,0.1,Marketplace,ขอนแก่น,Accessory,935.55
ORD000095,2026-01-01 19:36:00,C0062,P020,2,499.0,0.0,Web,ระยอง,Smart Home,998.0
ORD000096,2026-01-26 20:50:00,C0090,P024,2,284.05,0.0,Mobile App,เชียงใหม่,Accessory,568.1
ORD000097,2026-01-16 01:11:00,C0008,P009,4,299.0,0.0,Marketplace,ขอนแก่น,Notebook,1196.0
ORD000098,2026-01-14 04:53:00,C0099,P016,2,1490.0,0.1,Marketplace,ขอนแก่น,Accessory,2682.0
ORD000101,2026-01-20 04:47:00,C0093,P034,1,284.05,0.0,Web,ภูเก็ต,Accessory,284.05
ORD000102,2026-01-05 07:29:00,C0078,P002,4,1341.0,0.05,Mobile App,ระยอง,Smartphone,5095.8
ORD000104,2026-01-13 17:48:00,C0157,P036,2,299.0,0.1,Marketplace,ระยอง,Notebook,538.2
ORD000105,2026-01-07 02:25:00,C0099,P002,2,1341.0,0.1,Mobile App,ขอนแก่น,Smartphone,2413.8
ORD000106,2026-01-07 13:52:00,C0157,P008,4,474.05,0.1,Marketplace,ระยอง,Accessory,1706.58
ORD000107,2026-01-23 21:07:00,C0065,P023,2,299.0,0.0,Web,ขอนแก่น,Accessory,598.0
ORD000108,2026-01-17 22:05:00,C0138,P029,4,3990.0,0.0,Web,กรุงเทพมหานคร,Notebook,15960.0
ORD000109,2026-01-19 03:38:00,C0140,P033,1,13545.0,0.0,Web,ภูเก็ต,Smart Home,13545.0
ORD000110,2026-01-27 22:29:00,C0066,P002,3,1341.0,0.0,Marketplace,ระยอง,Smartphone,4023.0
ORD000111,2026-01-04 17:27:00,C0146,P008,3,449.1,0.0,Mobile App,กรุงเทพมหานคร,Accessory,1347.3
ORD000112,2026-01-18 09:59:00,C0097,P034,2,313.95,0.05,Web,เชียงใหม่,Accessory,596.5
ORD000113,2026-01-03 06:56:00,C0024,P027,3,24605.0,0.0,Mobile App,กรุงเทพมหานคร,Smartphone,73815.0
ORD000115,2026-01-21 07:56:00,C0085,P009,4,313.95,0.0,Mobile App,กรุงเทพมหานคร,Notebook,1255.8
ORD000118,2026-01-21 07:02:00,C0075,P025,1,23310.0,0.05,Web,ระยอง,Accessory,22144.5
ORD000119,2026-01-25 09:48:00,C0007,P022,1,449.1,0.0,Web,กรุงเทพมหานคร,Accessory,449.1
ORD000121,2026-01-05 17:34:00,C0052,P006,1,313.95,0.0,Web,ระยอง,Accessory,313.95
ORD000123,2026-01-08 18:25:00,C0035,P024,1,313.95,0.0,Mobile App,ชลบุรี,Accessory,313.95
ORD000124,2026-01-15 01:56:00,C0012,P007,1,27195.0,0.05,Web,ขอนแก่น,Notebook,25835.25
ORD000125,2026-01-24 01:22:00,C0155,P003,1,25900.0,0.0,Web,เชียงใหม่,Smartphone,25900.0
ORD000126,2026-01-03 20:15:00,C0056,P022,1,523.95,0.05,Marketplace,เชียงใหม่,Accessory,497.75
ORD000128,2026-01-13 09:03:00,C0138,P012,3,940.5,0.0,Mobile App,กรุงเทพมหานคร,Accessory,2821.5
ORD000131,2026-01-03 03:34:00,C0101,P010,2,891.0,0.05,Marketplace,ภูเก็ต,Smart Home,1692.9
ORD000132,2026-01-28 02:40:00,C0146,P022,1,523.95,0.1,Marketplace,กรุงเทพมหานคร,Accessory,471.56
ORD000133,2026-01-11 15:42:00,C0078,P008,3,449.1,0.0,Marketplace,ระยอง,Accessory,1347.3
ORD000134,2026-01-08 15:18:00,C0007,P018,2,3591.0,0.05,Marketplace,กรุงเทพมหานคร,Smartphone,6822.9
ORD000135,2026-01-15 04:33:00,C0076,P027,2,25900.0,0.05,Mobile App,ระยอง,Smartphone,49210.0
ORD000136,2026-01-18 05:28:00,C0052,P003,2,25900.0,0.0,Mobile App,ระยอง,Smartphone,51800.0
ORD000139,2026-01-05 03:18:00,C0075,P016,1,1490.0,0.0,Web,ระยอง,Accessory,1490.0
ORD000140,2026-01-04 00:24:00,C0132,P023,1,269.1,0.05,Marketplace,ชลบุรี,Accessory,255.64
ORD000141,2026-01-14 11:29:00,C0069,P011,2,23310.0,0.0,Web,กรุงเทพมหานคร,Accessory,46620.0
ORD000143,2026-01-18 23:04:00,C0133,P007,1,25900.0,0.05,Web,ภูเก็ต,Notebook,24605.0
ORD000147,2026-01-24 10:34:00,C0114,P001,1,299.0,0.0,Marketplace,เชียงใหม่,Notebook,299.0
ORD000149,2026-01-04 10:57:00,C0033,P028,1,299.0,0.05,Mobile App,ระยอง,Smartphone,284.05
ORD000150,2026-01-11 10:12:00,C0067,P033,2,12900.0,0.0,Mobile App,ชลบุรี,Smart Home,25800.0
ORD000151,2026-01-06 02:33:00,C0004,P036,1,269.1,0.0,Mobile App,กรุงเทพมหานคร,Notebook,269.1
ORD000153,2026-01-08 04:09:00,C0120,P011,1,25900.0,0.0,Mobile App,ขอนแก่น,Accessory,25900.0
ORD000154,2026-01-04 03:08:00,C0047,P009,4,299.0,0.0,Marketplace,ระยอง,Notebook,1196.0
ORD000155,2026-01-19 06:03:00,C0130,P014,4,990.0,0.0,Web,ภูเก็ต,Notebook,3960.0
ORD000157,2026-01-13 09:28:00,C0054,P024,1,299.0,0.0,Marketplace,กรุงเทพมหานคร,Accessory,299.0
ORD000158,2026-01-14 21:41:00,C0073,P027,1,23310.0,0.05,Web,ขอนแก่น,Smartphone,22144.5
ORD000160,2026-01-15 17:15:00,C0059,P014,2,990.0,0.0,Mobile App,ระยอง,Notebook,1980.0
ORD000161,2026-01-11 15:47:00,C0092,P012,1,891.0,0.05,Mobile App,กรุงเทพมหานคร,Accessory,846.45
ORD000162,2026-01-24 04:41:00,C0130,P002,2,1415.5,0.05,Mobile App,ภูเก็ต,Smartphone,2689.45
ORD000163,2026-01-24 22:34:00,C0093,P037,1,24605.0,0.1,Marketplace,ภูเก็ต,Smart Home,22144.5
ORD000164,2026-01-06 04:10:00,C0112,P033,3,11610.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,34830.0
ORD000165,2026-01-26 09:37:00,C0002,P024,1,299.0,0.0,Marketplace,ชลบุรี,Accessory,299.0
ORD000166,2026-01-05 14:37:00,C0001,P027,3,27195.0,0.0,Web,ชลบุรี,Smartphone,81585.0
ORD000167,2026-01-04 15:26:00,C0151,P006,1,284.05,0.1,Web,ชลบุรี,Accessory,255.64
ORD000169,2026-01-23 15:45:00,C0073,P018,1,3591.0,0.1,Marketplace,ขอนแก่น,Smartphone,3231.9
ORD000171,2026-01-26 20:58:00,C0160,P010,2,891.0,0.0,Web,กรุงเทพมหานคร,Smart Home,1782.0
ORD000173,2026-01-03 06:14:00,C0137,P007,3,27195.0,0.0,Marketplace,ภูเก็ต,Notebook,81585.0
ORD000174,2026-01-28 23:11:00,C0075,P018,4,3990.0,0.05,Marketplace,ระยอง,Smartphone,15162.0
ORD000175,2026-01-26 17:56:00,C0088,P004,3,1564.5,0.0,Marketplace,ภูเก็ต,Smart Home,4693.5
ORD000177,2026-01-04 02:29:00,C0015,P027,2,23310.0,0.05,Mobile App,ภูเก็ต,Smartphone,44289.0
ORD000178,2026-01-26 22:57:00,C0127,P028,4,299.0,0.0,Mobile App,ภูเก็ต,Smartphone,1196.0
ORD000180,2026-01-06 14:27:00,C0026,P021,1,23310.0,0.0,Marketplace,เชียงใหม่,Smart Home,23310.0
ORD000181,2026-01-17 22:36:00,C0078,P007,1,25900.0,0.0,Mobile App,ระยอง,Notebook,25900.0
ORD000182,2026-01-19 01:42:00,C0135,P025,1,23310.0,0.0,Mobile App,กรุงเทพมหานคร,Accessory,23310.0
ORD000184,2026-01-17 11:36:00,C0154,P019,4,3790.5,0.0,Web,เชียงใหม่,Smartphone,15162.0
ORD000185,2026-01-08 11:35:00,C0140,P028,4,269.1,0.1,Mobile App,ภูเก็ต,Smartphone,968.76
ORD000186,2026-01-11 06:19:00,C0077,P003,1,27195.0,0.0,Marketplace,เชียงใหม่,Smartphone,27195.0
ORD000190,2026-01-28 04:14:00,C0129,P025,4,27195.0,0.0,Marketplace,กรุงเทพมหานคร,Accessory,108780.0
ORD000191,2026-01-17 08:52:00,C0011,P023,1,299.0,0.0,Mobile App,ชลบุรี,Accessory,299.0
ORD000194,2026-01-22 00:46:00,C0113,P001,1,299.0,0.1,Marketplace,ระยอง,Notebook,269.1
ORD000195,2026-01-11 22:27:00,C0094,P014,2,990.0,0.0,Mobile App,ขอนแก่น,Notebook,1980.0
ORD000196,2026-01-20 08:53:00,C0132,P007,1,25900.0,0.1,Web,ชลบุรี,Notebook,23310.0
ORD000197,2026-01-06 22:25:00,C0099,P002,1,1415.5,0.05,Web,ขอนแก่น,Smartphone,1344.72
ORD000200,2026-01-01 14:06:00,C0097,P004,2,1341.0,0.0,Mobile App,เชียงใหม่,Smart Home,2682.0
ORD000201,2026-01-22 12:04:00,C0059,P022,4,449.1,0.0,Marketplace,ระยอง,Accessory,1796.4
ORD000203,2026-01-12 15:24:00,C0083,P025,1,25900.0,0.0,Mobile App,ขอนแก่น,Accessory,25900.0
ORD000204,2026-01-06 00:39:00,C0131,P036,2,313.95,0.0,Mobile App,ระยอง,Notebook,627.9
ORD000205,2026-01-17 13:52:00,C0160,P030,4,499.0,0.05,Web,กรุงเทพมหานคร,Smartphone,1896.2
ORD000206,2026-01-06 21:44:00,C0008,P023,4,269.1,0.0,Web,ขอนแก่น,Accessory,1076.4
ORD000207,2026-01-11 04:13:00,C0052,P001,1,313.95,0.0,Marketplace,ระยอง,Notebook,313.95
ORD000208,2026-01-25 17:56:00,C0024,P037,4,23310.0,0.1,Web,กรุงเทพมหานคร,Smart Home,83916.0
ORD000209,2026-01-14 02:39:00,C0067,P006,1,284.05,0.0,Marketplace,ชลบุรี,Accessory,284.05
ORD000210,2026-01-26 09:51:00,C0013,P009,1,299.0,0.0,Mobile App,เชียงใหม่,Notebook,299.0
ORD000211,2026-01-24 08:11:00,C0066,P022,2,499.0,0.05,Web,ระยอง,Accessory,948.1
ORD000212,2026-01-10 23:01:00,C0071,P001,2,284.05,0.1,Marketplace,ชลบุรี,Notebook,511.29
ORD000213,2026-01-17 11:40:00,C0025,P021,1,25900.0,0.0,Marketplace,ชลบุรี,Smart Home,25900.0
ORD000214,2026-01-09 14:42:00,C0014,P019,2,3990.0,0.0,Web,ขอนแก่น,Smartphone,7980.0
ORD000215,2026-01-21 10:20:00,C0040,P036,2,299.0,0.05,Web,กรุงเทพมหานคร,Notebook,568.1
ORD000216,2026-01-28 05:31:00,C0024,P033,1,12255.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,12255.0
ORD000217,2026-01-16 22:43:00,C0081,P028,1,284.05,0.05,Mobile App,ขอนแก่น,Smartphone,269.85
ORD000218,2026-01-01 18:45:00,C0072,P020,3,474.05,0.1,Mobile App,เชียงใหม่,Smart Home,1279.94
ORD000219,2026-01-10 09:38:00,C0081,P021,1,27195.0,0.0,Web,ขอนแก่น,Smart Home,27195.0
ORD000220,2026-01-12 20:20:00,C0135,P037,1,24605.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,24605.0
ORD000221,2026-01-25 21:10:00,C0157,P008,4,523.95,0.05,Marketplace,ระยอง,Accessory,1991.01
ORD000223,2026-01-17 01:11:00,C0051,P014,2,940.5,0.0,Marketplace,เชียงใหม่,Notebook,1881.0
ORD000224,2026-01-14 21:18:00,C0012,P031,1,1490.0,0.0,Web,ขอนแก่น,Smart Home,1490.0
ORD000225,2026-01-16 05:19:00,C0135,P025,1,23310.0,0.05,Mobile App,กรุงเทพมหานคร,Accessory,22144.5
ORD000226,2026-01-08 17:35:00,C0064,P003,3,23310.0,0.0,Mobile App,ขอนแก่น,Smartphone,69930.0
ORD000227,2026-01-02 17:13:00,C0007,P016,1,1490.0,0.0,Marketplace,กรุงเทพมหานคร,Accessory,1490.0
ORD000228,2026-01-17 20:14:00,C0053,P028,3,299.0,0.0,Web,ระยอง,Smartphone,897.0
ORD000229,2026-01-08 13:18:00,C0008,P017,2,940.5,0.0,Mobile App,ขอนแก่น,Smartphone,1881.0
ORD000230,2026-01-19 20:00:00,C0160,P015,4,299.0,0.1,Web,กรุงเทพมหานคร,Notebook,1076.4
ORD000233,2026-01-18 08:14:00,C0085,P007,2,25900.0,0.0,Marketplace,กรุงเทพมหานคร,Notebook,51800.0
ORD000234,2026-01-06 03:24:00,C0025,P026,2,12900.0,0.0,Marketplace,ชลบุรี,Smart Home,25800.0
ORD000235,2026-01-12 09:30:00,C0087,P030,3,499.0,0.0,Marketplace,กรุงเทพมหานคร,Smartphone,1497.0
ORD000236,2026-01-19 05:22:00,C0068,P027,1,23310.0,0.05,Marketplace,ขอนแก่น,Smartphone,22144.5
ORD000237,2026-01-17 04:02:00,C0020,P030,3,523.95,0.1,Web,ขอนแก่น,Smartphone,1414.67
ORD000239,2026-01-27 08:24:00,C0044,P004,2,1490.0,0.0,Marketplace,กรุงเทพมหานคร,Smart Home,2980.0
ORD000240,2026-01-01 04:54:00,C0091,P018,1,3990.0,0.0,Mobile App,ชลบุรี,Smartphone,3990.0
ORD000241,2026-01-24 06:52:00,C0003,P026,3,12255.0,0.0,Web,ขอนแก่น,Smart Home,36765.0
ORD000242,2026-01-08 00:54:00,C0106,P016,2,1490.0,0.0,Web,ภูเก็ต,Accessory,2980.0
ORD000245,2026-01-11 05:18:00,C0058,P031,1,1415.5,0.1,Web,ระยอง,Smart Home,1273.95
ORD000246,2026-01-12 03:50:00,C0107,P028,1,269.1,0.05,Mobile App,ระยอง,Smartphone,255.64
ORD000247,2026-01-20 00:13:00,C0025,P029,2,4189.5,0.05,Web,ชลบุรี,Notebook,7960.05
ORD000248,2026-01-14 08:37:00,C0144,P009,1,284.05,0.0,Mobile App,ภูเก็ต,Notebook,284.05
ORD000249,2026-01-04 01:05:00,C0121,P008,3,499.0,0.0,Web,กรุงเทพมหานคร,Accessory,1497.0
ORD000251,2026-01-10 23:16:00,C0014,P010,3,891.0,0.1,Web,ขอนแก่น,Smart Home,2405.7
ORD000252,2026-01-12 07:49:00,C0068,P020,1,449.1,0.1,Web,ขอนแก่น,Smart Home,404.19
ORD000253,2026-01-05 12:14:00,C0139,P029,4,3990.0,0.1,Marketplace,ระยอง,Notebook,14364.0
ORD000254,2026-01-02 14:40:00,C0030,P012,2,990.0,0.0,Mobile App,ชลบุรี,Accessory,1980.0
ORD000255,2026-01-26 05:45:00,C0090,P010,2,940.5,0.0,Mobile App,เชียงใหม่,Smart Home,1881.0
ORD000256,2026-01-07 08:04:00,C0056,P024,4,299.0,0.0,Mobile App,เชียงใหม่,Accessory,1196.0
ORD000257,2026-01-15 04:48:00,C0016,P014,1,990.0,0.05,Mobile App,ชลบุรี,Notebook,940.5
ORD000260,2026-01-06 12:56:00,C0151,P029,4,4189.5,0.1,Marketplace,ชลบุรี,Notebook,15082.2
ORD000261,2026-01-19 00:17:00,C0037,P032,1,25900.0,0.0,Web,ภูเก็ต,Notebook,25900.0
ORD000262,2026-01-24 01:10:00,C0049,P013,2,499.0,0.0,Marketplace,ระยอง,Smart Home,998.0
ORD000264,2026-01-15 23:38:00,C0110,P018,2,3990.0,0.1,Mobile App,เชียงใหม่,Smartphone,7182.0
ORD000265,2026-01-25 21:34:00,C0116,P031,2,1490.0,0.05,Web,ระยอง,Smart Home,2831.0
ORD000266,2026-01-23 00:34:00,C0010,P037,2,24605.0,0.1,Mobile App,ชลบุรี,Smart Home,44289.0
ORD000269,2026-01-16 02:11:00,C0115,P012,4,1039.5,0.0,Marketplace,ระยอง,Accessory,4158.0
ORD000270,2026-01-12 19:00:00,C0087,P030,3,449.1,0.05,Web,กรุงเทพมหานคร,Smartphone,1279.94
ORD000271,2026-01-07 11:25:00,C0091,P035,2,23310.0,0.0,Web,ชลบุรี,Accessory,46620.0
ORD000275,2026-01-28 07:37:00,C0031,P032,1,23310.0,0.0,Mobile App,กรุงเทพมหานคร,Notebook,23310.0
ORD000277,2026-01-08 09:08:00,C0007,P009,3,299.0,0.0,Marketplace,กรุงเทพมหานคร,Notebook,897.0
ORD000278,2026-01-09 23:49:00,C0002,P015,2,313.95,0.0,Marketplace,ชลบุรี,Notebook,627.9
ORD000280,2026-01-27 03:52:00,C0101,P004,2,1490.0,0.05,Web,ภูเก็ต,Smart Home,2831.0
ORD000281,2026-01-04 23:47:00,C0099,P011,1,23310.0,0.0,Mobile App,ขอนแก่น,Accessory,23310.0
ORD000282,2026-01-18 02:19:00,C0137,P026,1,12900.0,0.0,Marketplace,ภูเก็ต,Smart Home,12900.0
ORD000283,2026-01-05 22:30:00,C0078,P010,2,1039.5,0.0,Web,ระยอง,Smart Home,2079.0
ORD000284,2026-01-07 09:47:00,C0115,P035,3,25900.0,0.0,Web,ระยอง,Accessory,77700.0
ORD000285,2026-01-02 15:23:00,C0094,P025,2,27195.0,0.05,Mobile App,ขอนแก่น,Accessory,51670.5
ORD000288,2026-01-07 04:21:00,C0005,P029,3,3990.0,0.0,Marketplace,ระยอง,Notebook,11970.0
ORD000289,2026-01-15 09:31:00,C0083,P029,3,3790.5,0.0,Marketplace,ขอนแก่น,Notebook,11371.5
ORD000290,2026-01-12 13:01:00,C0038,P034,4,299.0,0.0,Web,ชลบุรี,Accessory,1196.0
ORD000291,2026-01-27 10:12:00,C0158,P036,3,299.0,0.1,Mobile App,เชียงใหม่,Notebook,807.3
ORD000292,2026-01-24 12:23:00,C0130,P013,1,474.05,0.05,Mobile App,ภูเก็ต,Smart Home,450.35
ORD000293,2026-01-12 19:17:00,C0048,P037,3,24605.0,0.0,Web,กรุงเทพมหานคร,Smart Home,73815.0
ORD000295,2026-01-04 05:04:00,C0054,P036,2,313.95,0.1,Mobile App,กรุงเทพมหานคร,Notebook,565.11
ORD000296,2026-01-16 06:57:00,C0104,P036,1,284.05,0.0,Marketplace,ระยอง,Notebook,284.05
ORD000297,2026-01-15 13:14:00,C0123,P019,2,3990.0,0.05,Mobile App,ระยอง,Smartphone,7581.0
ORD000299,2026-01-02 22:35:00,C0009,P021,3,24605.0,0.1,Web,ภูเก็ต,Smart Home,66433.5
ORD000300,2026-01-20 05:53:00,C0138,P009,2,269.1,0.1,Web,กรุงเทพมหานคร,Notebook,484.38
ORD000302,2026-01-02 04:34:00,C0081,P026,1,11610.0,0.05,Mobile App,ขอนแก่น,Smart Home,11029.5
ORD000303,2026-01-20 15:52:00,C0101,P026,4,12900.0,0.0,Marketplace,ภูเก็ต,Smart Home,51600.0
ORD000304,2026-01-04 19:27:00,C0147,P009,4,313.95,0.0,Mobile App,ชลบุรี,Notebook,1255.8
ORD000305,2026-01-26 21:33:00,C0116,P030,1,499.0,0.05,Web,ระยอง,Smartphone,474.05
ORD000310,2026-01-13 04:56:00,C0029,P026,1,12900.0,0.0,Mobile App,ขอนแก่น,Smart Home,12900.0
ORD000311,2026-01-13 17:06:00,C0144,P032,3,25900.0,0.1,Mobile App,ภูเก็ต,Notebook,69930.0
ORD000312,2026-01-04 13:24:00,C0011,P026,1,12900.0,0.0,Mobile App,ชลบุรี,Smart Home,12900.0
ORD000313,2026-01-18 16:23:00,C0088,P025,4,23310.0,0.0,Marketplace,ภูเก็ต,Accessory,93240.0
ORD000314,2026-01-01 06:01:00,C0027,P022,1,449.1,0.05,Web,กรุงเทพมหานคร,Accessory,426.64
ORD000317,2026-01-26 07:49:00,C0068,P022,1,499.0,0.0,Marketplace,ขอนแก่น,Accessory,499.0
ORD000318,2026-01-04 17:13:00,C0008,P002,1,1490.0,0.0,Mobile App,ขอนแก่น,Smartphone,1490.0
ORD000319,2026-01-28 14:43:00,C0150,P013,1,499.0,0.0,Web,เชียงใหม่,Smart Home,499.0
ORD000320,2026-01-05 23:01:00,C0109,P008,1,523.95,0.0,Marketplace,กรุงเทพมหานคร,Accessory,523.95
ORD000321,2026-01-04 08:53:00,C0079,P014,1,990.0,0.1,Mobile App,ภูเก็ต,Notebook,891.0
ORD000322,2026-01-21 08:25:00,C0111,P036,1,284.05,0.0,Web,ขอนแก่น,Notebook,284.05
ORD000323,2026-01-28 04:05:00,C0151,P032,1,25900.0,0.0,Mobile App,ชลบุรี,Notebook,25900.0
ORD000326,2026-01-26 10:56:00,C0100,P008,2,449.1,0.0,Mobile App,กรุงเทพมหานคร,Accessory,898.2
ORD000327,2026-01-09 08:32:00,C0123,P020,3,474.05,0.0,Mobile App,ระยอง,Smart Home,1422.15
ORD000328,2026-01-23 13:01:00,C0046,P016,2,1341.0,0.0,Mobile App,ชลบุรี,Accessory,2682.0
ORD000329,2026-01-24 00:32:00,C0140,P008,1,499.0,0.05,Marketplace,ภูเก็ต,Accessory,474.05
